StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,Q35,Q56_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q89,Q90,Q91,Q92,Q103,Q93,Q94,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q83,Q84,Q85,Q86,Q87,Q96,Q95,ApproachB_Feedback,ApproachC_Feedback,ApproachA_Feedback,Create New Field or Choose From Dropdown...,ApproachB_Error,ApproachC_Error
2025-05-12 22:41:20,2025-05-12 22:52:33,IP Address,151.124.104.182,100,672,True,2025-05-12 22:52:33,R_7irPzChUWfEccrn,,,,,37.751,-97.822,anonymous,EN,34,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Moderate,Moderate,Moderate,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,High,Moderate,High,High,Moderate,Feedback Approach C,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,Error: Failed to fetch,
2025-05-12 23:21:19,2025-05-12 23:47:54,IP Address,151.124.104.182,100,1594,True,2025-05-12 23:47:55,R_3dEa5oXPjpHlqmT,,,,,37.751,-97.822,anonymous,EN,29,Female,Filipino,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Low,Moderate,Moderate,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Feedback Approach A,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,Error: Failed to fetch,
2025-05-12 23:41:47,2025-05-12 23:48:20,IP Address,151.124.104.182,100,392,True,2025-05-12 23:48:21,R_7Tp1lkjoTxd1hrT,,,,,37.751,-97.822,anonymous,EN,27,Female,Filipino,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Moderate,Moderate,Moderate,Low,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,Low,Moderate,Moderate,Feedback Approach A,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,Error: Failed to fetch,
2025-05-13 04:07:50,2025-05-13 04:12:09,IP Address,151.124.104.177,100,259,True,2025-05-13 04:12:10,R_7Krpi09dMkCQlPN,,,,,37.751,-97.822,anonymous,EN,31,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Low,Low,Low,Low,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Feedback Approach B,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,,
2025-05-13 04:12:20,2025-05-13 04:15:40,IP Address,151.124.104.177,100,199,True,2025-05-13 04:15:40,R_1Kp8K9PQUHQzT5f,,,,,37.751,-97.822,anonymous,EN,28,Male,Panamanian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Low,Low,Low,Low,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Feedback Approach B,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,Error: Failed to fetch,
2025-05-13 06:49:43,2025-05-13 07:06:43,IP Address,151.124.104.177,100,1019,True,2025-05-13 07:06:44,R_5f3U8yYtXGXljZ9,,,,,37.751,-97.822,anonymous,EN,31,Male,Bahamian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,High,High,High,High,,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Feedback Approach C,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,,
2025-05-13 07:48:58,2025-05-13 07:56:50,IP Address,151.124.104.182,100,472,True,2025-05-13 07:56:51,R_1nVQV4s8slOXEPm,,,,,37.751,-97.822,anonymous,EN,35,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Moderate,Moderate,Moderate,Moderate,,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Feedback Approach C,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",,Error: Failed to fetch,
2025-05-13 07:09:40,2025-05-13 08:03:54,IP Address,151.124.104.180,100,3253,True,2025-05-13 08:03:55,R_10IaRFbsuVxpKnF,,,,,37.751,-97.822,anonymous,EN,26,Male,Panamanian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Low,Moderate,Moderate,Low,,Moderate,Moderate,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Feedback Approach A,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.",,Error: Failed to fetch,
2025-05-12 21:06:57,2025-05-12 21:10:43,IP Address,82.132.214.22,39,225,False,2025-05-13 08:21:27,R_82nliU56QJTAMMb,,,,,51.5415,-0.1445,anonymous,EN,95,Female,British,making way against the current,has lost steering and is unable to maneuver,A vessel not under command shall keep out of the way of a vessel restricted in her ability to maneuver.,Both vessels shall stop their engines,Seeing both sidelights of a vessel directly off your starboard beam,Alter course to starboard to pass around the other vessel's stern,A vessel moored over a wreck,Maintain course and speed and sound at least five short blasts of the whistle,are not the same color as either sidelight,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 15:19:16,2025-05-12 15:20:22,IP Address,130.159.237.38,76,66,False,2025-05-13 08:21:27,R_8nxhiy8PGx18DbJ,,,,,55.867,-4.2621,anonymous,EN,99,Female,Austrian,traveling at a speed greater than that of the current,from the nature of her work is unable to maneuver as required by the rules,A vessel constrained by her draft shall keep out of the way of a vessel engaged in fishing.,Both vessels alter course to starboard,Seeing both sidelights of a vessel directly off your starboard beam,Alter course to starboard to pass around the other vessel's stern,A vessel moored over a wreck,Maintain course and speed and sound at least five short blasts of the whistle,are not the same color as either sidelight,,,,,,,,High,Moderate,High,High,Moderate,Low,High,Low,Moderate,High,High,Low,,,"Overall, your performance in the assessment was quite good, showing a solid understanding of some key concepts related to vessel maneuvering and navigation. Your ability to correctly identify a vessel ""restricted in her ability to maneuver"" and knowing the required action when two power-driven vessels are meeting head-on is commendable. It demonstrates a good grasp of the Colregs and the importance of safe navigation practices.

However, there are some areas that may need further attention. In particular, there were errors in identifying the correct actions to take in specific situations, such as when encountering a vessel in reduced visibility or detecting a vessel on a collision course by radar alone. It is essential to review these scenarios and the corresponding Colregs rules to ensure a deeper understanding of the appropriate actions to take in such circumstances.

Additionally, there were some misconceptions regarding the display of lights and signals in accordance with the Colregs. Understanding the significance of different lights and signals on vessels is crucial for effective communication and collision avoidance at sea. Taking the time to review and practice identifying and interpreting these lights and signals will greatly benefit your overall performance in future assessments.

Remember, continuous learning and practice are key to mastering the rules and regulations governing maritime navigation. Keep up the good work in your training, and don't hesitate to seek clarification or ask questions to strengthen your knowledge and skills in this important area. Your dedication to learning and improving will undoubtedly lead to success in your future maritime endeavors.","Question: By radar alone, you detect a vessel ahead on a collision course, about 3 miles distant. Your radar plot shows this to be a meeting situation. Which action should you take?
Feedback: In a meeting situation on a collision course detected by radar, turn the vessel to starboard to avoid a potential collision by passing port-to-port. For example, if a vessel is approaching head-on, altering course to starboard will allow for a safe passing. Review COLREG Rule 14 - Head-on situation.

Question: Which describes a head-on situation?
Feedback: A head-on situation occurs when you can see both sidelights of a vessel directly ahead. For example, if a ship's green light (starboard) and red light (port) are both visible to you, it signifies a head-on situation. Review COLREG Rule 14 - Head-on Situation for further guidance. Keep practicing to improve your understanding of vessel navigation lights.

Question: You have sighted three red lights in a vertical line on another vessel dead ahead at night. Which vessel would display these lights?
Feedback: The three red lights in a vertical line indicate a vessel constrained by her draft, meaning she cannot deviate from her course due to her size. An example would be a large tanker navigating through a narrow channel. Review COLREG Rule 3: Nautical Lights and Shapes to better understand vessel lighting configurations.

Question: Which statement is TRUE, according to the Rules?
Feedback: In accordance with the Rules of the Road, a vessel engaged in fishing must give way to a vessel that is restricted in its ability to maneuver. For example, if a fishing vessel is actively fishing with nets deployed, it should avoid crossing the path of a large tanker navigating through a narrow channel. Review COLREG Rule 18 (Responsibilities Between Vessels).

Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: A power-driven vessel is defined as any vessel equipped with machinery for propulsion, regardless of whether it is currently in use. For example, a cargo ship with engines running or a speedboat with its motor turned off both fall under this category. It would be helpful to review COLREG Rule 3, which outlines definitions related to vessel types.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: In reduced visibility, if you hear a fog signal 30° on your starboard bow indicating a risk of collision, you must reduce your speed to the minimum necessary to maintain course and avoid a potential collision. For example, if you hear a nearby vessel's fog signal but cannot see it, slowing down will give you more time to react and prevent an accident. Review COLREG Rule 6 for further guidance.",,,,
2025-05-12 15:24:43,2025-05-12 17:16:47,IP Address,151.124.109.182,3,6724,False,2025-05-13 08:21:27,R_56kDIjy2E9Nsz3E,,,,,37.751,-97.822,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 17:10:21,2025-05-12 17:10:34,IP Address,12.63.245.43,3,12,False,2025-05-13 08:21:28,R_1lyKhXTPIcp3fbn,,,,,29.7318,-95.4031,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 20:24:47,2025-05-12 20:26:09,IP Address,151.124.104.177,11,82,False,2025-05-13 08:21:29,R_1OWfbV87cNW8SB3,,,,,37.751,-97.822,anonymous,EN,44,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 19:30:11,2025-05-12 19:33:09,IP Address,151.124.104.177,39,178,False,2025-05-13 08:21:29,R_1mUIPevoMZxQOpq,,,,,37.751,-97.822,anonymous,EN,35,Male,Romanian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 15:38:05,2025-05-12 15:58:32,IP Address,151.124.104.178,39,1227,False,2025-05-13 08:21:29,R_5GCQPMOMkC46bQn,,,,,37.751,-97.822,anonymous,EN,43,Male,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,,,,,,,,,,,,,,,,,,,,,,Feedback could not be generated.,,,,,
2025-05-13 01:46:36,2025-05-13 01:47:19,IP Address,151.124.106.182,11,43,False,2025-05-13 08:21:29,R_1Ymh099DTVURmFT,,,,,37.751,-97.822,anonymous,EN,39,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 16:32:28,2025-05-12 16:32:47,IP Address,151.124.106.178,3,18,False,2025-05-13 08:21:29,R_5EcePWN3P9IWKCL,,,,,37.751,-97.822,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 17:24:36,2025-05-12 18:04:11,IP Address,65.223.13.205,11,2374,False,2025-05-13 08:21:30,R_5nZx3XW9VfOLXpf,,,,,34.067,-117.7729,anonymous,EN,28,Other,Panamanian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 18:23:39,2025-05-12 18:37:40,IP Address,47.207.50.141,76,841,False,2025-05-13 08:21:31,R_5Sda69Yxug6a3pP,,,,,27.96,-82.4614,anonymous,EN,35,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,,,,,,,,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,,,Feedback could not be generated.,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: Feedback not generated. Please review the relevant COLREG rule.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: Feedback not generated. Please review the relevant COLREG rule.","Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.",,Error: Failed to fetch,
2025-05-12 21:24:43,2025-05-12 21:27:03,IP Address,151.124.105.181,11,140,False,2025-05-13 08:21:31,R_5El7iGLcLZepeO5,,,,,37.751,-97.822,anonymous,EN,35,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 21:35:35,2025-05-12 21:35:53,IP Address,151.124.104.177,3,18,False,2025-05-13 08:21:32,R_5yMkBSzCbwvYEJX,,,,,37.751,-97.822,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 15:41:35,2025-05-12 15:52:58,IP Address,151.124.104.180,39,683,False,2025-05-13 08:21:33,R_3UU0vdzRiznmd8d,,,,,37.751,-97.822,anonymous,EN,29,Male,Italian,with propelling machinery onboard whether in use or not,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",,,
2025-05-12 18:42:58,2025-05-12 18:43:31,IP Address,151.124.106.178,3,33,False,2025-05-13 08:21:33,R_6OQfZfk9YuLbGeJ,,,,,37.751,-97.822,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 16:28:44,2025-05-12 16:31:35,IP Address,47.176.203.179,11,171,False,2025-05-13 08:21:33,R_3v1ZVhHswxMWcOO,,,,,34.067,-117.7729,anonymous,EN,35,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 02:15:25,2025-05-13 02:17:49,IP Address,151.124.105.181,11,143,False,2025-05-13 08:21:33,R_3pJhcj02ALbRDK9,,,,,37.751,-97.822,anonymous,EN,32,Female,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 23:57:36,2025-05-12 23:58:20,IP Address,151.124.109.181,11,44,False,2025-05-13 08:21:33,R_3wcct4G5lRk1jdD,,,,,37.751,-97.822,anonymous,EN,28,Female,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 07:48:18,2025-05-13 07:53:19,IP Address,151.124.109.181,39,301,False,2025-05-13 08:21:33,R_3VyDp3x4qulbSS3,,,,,37.751,-97.822,anonymous,EN,36,Male,Italian,with propelling machinery onboard whether in use or not,through some exceptional circumstance is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,,,,,,,,,,,,,,,,,,,,,,Feedback could not be generated.,,,,Error: Failed to fetch,
2025-05-13 01:40:05,2025-05-13 01:44:54,IP Address,151.124.105.179,39,288,False,2025-05-13 08:21:33,R_5p07llSkrH0RhmS,,,,,37.751,-97.822,anonymous,EN,22,Male,German,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Slow your engines and let the other vessel pass ahead of you,A vessel constrained by her draft,Turn the vessel to starboard,All of the above,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",,,
2025-05-13 07:53:55,2025-05-13 07:55:13,IP Address,151.124.109.181,39,77,False,2025-05-13 08:21:33,R_6D7unymN656m7Lh,,,,,37.751,-97.822,anonymous,EN,30,Female,Italian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 21:40:48,2025-05-12 21:46:46,IP Address,151.124.104.177,39,358,False,2025-05-13 08:21:33,R_6jBOSUdaTO5GfnD,,,,,37.751,-97.822,anonymous,EN,32,Female,Italian,with propelling machinery onboard whether in use or not,through some exceptional circumstance is unable to maneuver as required by the rules,A vessel constrained by her draft shall keep out of the way of a vessel engaged in fishing.,Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel constrained by her draft,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,,,,,,,,,,,,,,,,,,,,,,Feedback could not be generated.,,,,Error: Failed to fetch,
2025-05-12 15:28:49,2025-05-12 15:37:42,IP Address,151.124.109.182,58,533,False,2025-05-13 08:21:35,R_7kyOz8JdNux53MI,,,,,37.751,-97.822,anonymous,EN,27,Male,Norwegian,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Reduce your speed to the minimum at which it can be kept on course,A vessel aground,Turn the vessel to starboard,do not impair the visibility or distinctive character of the prescribed lights,Very Low,Moderate,Low,Low,,Very Low,Very Low,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: You have sighted three red lights in a vertical line on another vessel dead ahead at night. Which vessel would display these lights?
Feedback: ""D"" is correct — three vertical lights in red-white-red indicate a vessel constrained by her draft.",,,
2025-05-12 17:52:17,2025-05-12 18:01:43,IP Address,151.124.105.182,11,565,False,2025-05-13 08:21:35,R_7DTd2rUzZ9DV0VC,,,,,37.751,-97.822,anonymous,EN,42,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 15:46:41,2025-05-12 15:54:44,IP Address,151.124.105.179,37,482,False,2025-05-13 08:21:35,R_7tEyBitsfGdRRMn,,,,,37.751,-97.822,anonymous,EN,23,Female,Filipino,with propelling machinery in use,from the nature of her work is unable to maneuver as required by the rules,"A vessel engaged in fishing while underway shall, so far as possible, keep out of the way of a vessel restricted in her ability to maneuver.",Both vessels alter course to starboard,Seeing both sidelights of a vessel directly ahead,Alter course to starboard to pass around the other vessel's stern,A vessel constrained by her draft,Maintain course and speed and sound at least five short blasts of the whistle,All of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 17:59:26,2025-05-12 17:59:59,IP Address,65.223.13.205,11,32,False,2025-05-13 08:21:35,R_78lRfaUk4BtzhtL,,,,,25.8153,-80.3577,anonymous,EN,39,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12 19:39:54,2025-05-12 19:45:43,IP Address,151.124.104.182,11,349,False,2025-05-13 08:21:35,R_72Ftu3wGGAlPlqK,,,,,37.751,-97.822,anonymous,EN,30,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13 02:35:00,2025-05-13 02:35:23,IP Address,151.124.106.178,11,23,False,2025-05-13 08:21:35,R_7JJgB6QKdXEwKf6,,,,,37.751,-97.822,anonymous,EN,37,Male,Italian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
