StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q34,Q35,Q56_1,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q89,Q90,Q91,Q92,Q93,Q94,Q75,Q76,Q77,Q78,Q79,Q80,Q82,Q83,Q84,Q85,Q86,Q87,Q96,Q95,ApproachB_Feedback,ApproachC_Feedback,ApproachA_Feedback,Create New Field or Choose From Dropdown...
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: By radar alone, you detect a vessel ahead on a collision course, about 3 miles distant. Your radar plot shows this to be a meeting situation. Which action should you take?
Feedback: ""A"" is correct — in a meeting situation, both vessels should turn to starboard to pass safely port-to-port.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: By radar alone, you detect a vessel ahead on a collision course, about 3 miles distant. Your radar plot shows this to be a meeting situation. Which action should you take?
Feedback: ""A"" is correct — in a meeting situation, both vessels should turn to starboard to pass safely port-to-port.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: You have sighted three red lights in a vertical line on another vessel dead ahead at night. Which vessel would display these lights?
Feedback: ""D"" is correct — three vertical lights in red-white-red indicate a vessel constrained by her draft.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Which describes a head-on situation?
Feedback: ""C"" is correct — seeing both sidelights of another vessel means you're on a direct collision course (head-on).

Question: You have sighted three red lights in a vertical line on another vessel dead ahead at night. Which vessel would display these lights?
Feedback: ""D"" is correct — three vertical lights in red-white-red indicate a vessel constrained by her draft.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.

Question: By radar alone, you detect a vessel ahead on a collision course, about 3 miles distant. Your radar plot shows this to be a meeting situation. Which action should you take?
Feedback: ""A"" is correct — in a meeting situation, both vessels should turn to starboard to pass safely port-to-port.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel ""restricted in her ability to maneuver"" is one which __________.
Feedback: ""A"" is correct — a vessel is restricted in her ability to manoeuvre when this is due to the nature of her work, such as dredging, towing, or underwater operations.

Question: Which statement is TRUE, according to the Rules?
Feedback: ""A"" is correct — fishing vessels must, as far as possible, stay out of the way of vessels with restricted ability to manoeuvre.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel ""restricted in her ability to maneuver"" is one which __________.
Feedback: ""A"" is correct — a vessel is restricted in her ability to manoeuvre when this is due to the nature of her work, such as dredging, towing, or underwater operations.

Question: Which statement is TRUE, according to the Rules?
Feedback: ""A"" is correct — fishing vessels must, as far as possible, stay out of the way of vessels with restricted ability to manoeuvre.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Which signal should be used to indicate that your vessel is in distress?
Feedback: ""D"" is correct — continuous fog whistle blasts indicate a vessel in distress in restricted visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: Your vessel is underway in reduced visibility. You hear the fog signal of another vessel about 30° on your starboard bow. If danger of collision exists, which action(s) are you required to take?
Feedback: ""A"" is correct — reducing speed to the minimum required to maintain course allows time to assess and react safely in limited visibility.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question: The term ""power-driven vessel"" refers to any vessel __________.
Feedback: ""C"" is correct — a vessel is only considered ""power-driven"" when its propelling machinery is actively in use, not just onboard.

Question: A vessel may exhibit lights other than those prescribed by the Rules as long as the additional lights meet which requirement(s)?
Feedback: ""A"" is correct — additional lights may be shown if they do not impair the visibility or character of prescribed ones.",
